c,h,l,n,o,t,v,vw
520.4451,521.0372,520.36,1666,521.0,2025-01-21 15:12:00+00:00,113406,520.590542
520.29,520.69,520.19,1443,520.46,2025-01-21 15:13:00+00:00,97953,520.459335
520.34,520.69,520.3,1163,520.32,2025-01-21 15:14:00+00:00,69026,520.484479
520.5,520.57,520.06,1466,520.42,2025-01-21 15:15:00+00:00,93783,520.373227
521.02,521.16,520.44,1462,520.51,2025-01-21 15:16:00+00:00,100266,520.810334
521.4499,521.53,520.91,924,520.98,2025-01-21 15:17:00+00:00,77892,521.218903
521.56,521.76,521.41,1154,521.43,2025-01-21 15:18:00+00:00,77990,521.586007
521.91,522.06,521.55,915,521.62,2025-01-21 15:19:00+00:00,49789,521.829915
522.32,522.43,521.69,894,521.93,2025-01-21 15:20:00+00:00,45948,522.08503
521.9209,522.39,521.85,872,522.36,2025-01-21 15:21:00+00:00,53043,522.148295
522.0355,522.0595,521.66,974,521.94,2025-01-21 15:22:00+00:00,58216,521.896697
521.96,522.14,521.91,700,522.03,2025-01-21 15:23:00+00:00,52139,522.038737
521.83,522.225,521.81,951,522.01,2025-01-21 15:24:00+00:00,53067,522.05365
522.2001,522.3799,521.9,793,521.9,2025-01-21 15:25:00+00:00,46859,522.219819
522.18,522.442,522.08,1027,522.2,2025-01-21 15:26:00+00:00,64581,522.238818
522.3839,522.56,522.19,815,522.2,2025-01-21 15:27:00+00:00,62223,522.323157
522.5799,522.69,522.39,832,522.4,2025-01-21 15:28:00+00:00,34015,522.54825
522.83,522.85,522.59,825,522.59,2025-01-21 15:29:00+00:00,43688,522.755175
522.84,522.86,522.53,1238,522.8,2025-01-21 15:30:00+00:00,142932,522.734349
522.45,522.9,522.38,940,522.83,2025-01-21 15:31:00+00:00,44148,522.588587
522.2,522.74,522.2,1003,522.41,2025-01-21 15:32:00+00:00,53012,522.514734
522.74,522.8,522.19,879,522.19,2025-01-21 15:33:00+00:00,55556,522.509306
522.349,522.83,522.28,855,522.77,2025-01-21 15:34:00+00:00,41190,522.489477
522.25,522.48,522.1,854,522.37,2025-01-21 15:35:00+00:00,52972,522.315675
522.1,522.36,521.98,860,522.225,2025-01-21 15:36:00+00:00,44244,522.132791
522.19,522.2165,522.01,750,522.08,2025-01-21 15:37:00+00:00,35136,522.083761
522.0351,522.22,521.88,719,522.22,2025-01-21 15:38:00+00:00,40273,522.026079
522.35,522.47,522.07,653,522.07,2025-01-21 15:39:00+00:00,1339521,522.235763
522.59,522.59,522.3368,647,522.34,2025-01-21 15:40:00+00:00,25940,522.475676
522.67,522.67,522.29,825,522.575,2025-01-21 15:41:00+00:00,41344,522.468898
522.73,522.74,522.42,811,522.6999,2025-01-21 15:42:00+00:00,56057,522.610883
522.82,522.93,522.68,789,522.722,2025-01-21 15:43:00+00:00,49779,522.81787
522.71,523.05,522.67,948,522.83,2025-01-21 15:44:00+00:00,55425,522.920551
522.3086,522.85,522.24,988,522.7,2025-01-21 15:45:00+00:00,66406,522.554066
522.07,522.39,521.99,954,522.32,2025-01-21 15:46:00+00:00,78021,522.178228
522.42,522.51,521.82,859,522.08,2025-01-21 15:47:00+00:00,65870,522.122828
522.71,522.85,522.42,660,522.42,2025-01-21 15:48:00+00:00,36046,522.613908
522.2,522.61,522.14,555,522.61,2025-01-21 15:49:00+00:00,28440,522.300827
522.13,522.29,521.97,671,522.2,2025-01-21 15:50:00+00:00,32598,522.125019
522.0005,522.26,522.0,685,522.14,2025-01-21 15:51:00+00:00,47395,522.088077
521.9595,521.97,521.5451,984,521.97,2025-01-21 15:52:00+00:00,57906,521.764115
522.1129,522.165,521.82,583,521.95,2025-01-21 15:53:00+00:00,38356,522.008918
522.48,522.53,521.93,857,522.15,2025-01-21 15:54:00+00:00,44262,522.229437
522.1385,522.53,522.07,531,522.42,2025-01-21 15:55:00+00:00,25815,522.363211
522.4799,522.4799,522.0,553,522.14,2025-01-21 15:56:00+00:00,30695,522.300803
522.43,522.59,522.4,606,522.42,2025-01-21 15:57:00+00:00,26719,522.50377
522.65,522.7,522.38,552,522.4151,2025-01-21 15:58:00+00:00,17026,522.575242
522.6758,522.89,522.63,776,522.68,2025-01-21 15:59:00+00:00,44194,522.758126
522.09,522.63,522.06,766,522.63,2025-01-21 16:00:00+00:00,42581,522.267518
522.1475,522.1475,521.72,724,522.1,2025-01-21 16:01:00+00:00,39661,521.943332
522.0,522.17,522.0,546,522.11,2025-01-21 16:02:00+00:00,33802,522.095601
522.17,522.23,521.94,457,521.98,2025-01-21 16:03:00+00:00,19814,522.091678
522.23,522.39,522.15,432,522.15,2025-01-21 16:04:00+00:00,22491,522.276847
522.49,522.57,522.3101,477,522.3101,2025-01-21 16:05:00+00:00,27751,522.485645
522.8,522.86,522.48,589,522.52,2025-01-21 16:06:00+00:00,45819,522.731668
522.88,522.88,522.71,399,522.82,2025-01-21 16:07:00+00:00,19901,522.778807
523.12,523.15,522.82,769,522.86,2025-01-21 16:08:00+00:00,48430,523.035441
523.04,523.19,522.98,492,523.1015,2025-01-21 16:09:00+00:00,28093,523.094713
522.9599,523.15,522.85,493,522.98,2025-01-21 16:10:00+00:00,21725,522.998384
522.9704,523.06,522.78,565,522.97,2025-01-21 16:11:00+00:00,32078,522.890375
522.91,523.04,522.845,501,522.98,2025-01-21 16:12:00+00:00,23108,522.957013
523.09,523.14,522.89,519,522.91,2025-01-21 16:13:00+00:00,67523,522.963203
523.1405,523.18,522.94,548,523.06,2025-01-21 16:14:00+00:00,39196,523.110282
523.06,523.17,523.01,498,523.15,2025-01-21 16:15:00+00:00,25322,523.111443
522.92,523.0844,522.88,483,523.02,2025-01-21 16:16:00+00:00,29804,522.965569
522.76,522.93,522.7101,569,522.84,2025-01-21 16:17:00+00:00,30645,522.793552
522.55,522.77,522.53,685,522.77,2025-01-21 16:18:00+00:00,40426,522.623924
522.67,522.69,522.5,525,522.525,2025-01-21 16:19:00+00:00,24480,522.606824
522.75,522.76,522.57,569,522.65,2025-01-21 16:20:00+00:00,33368,522.693377
522.9099,522.94,522.72,812,522.79,2025-01-21 16:21:00+00:00,60811,522.843798
522.7,523.0,522.65,464,522.88,2025-01-21 16:22:00+00:00,20703,522.833539
522.79,522.82,522.67,431,522.73,2025-01-21 16:23:00+00:00,16553,522.753221
522.54,522.82,522.465,555,522.82,2025-01-21 16:24:00+00:00,31845,522.551029
522.46,522.74,522.38,558,522.63,2025-01-21 16:25:00+00:00,28888,522.533737
522.559,522.63,522.4,628,522.51,2025-01-21 16:26:00+00:00,41945,522.517203
522.4557,522.62,522.3,488,522.56,2025-01-21 16:27:00+00:00,19586,522.444506
522.7,522.7,522.41,345,522.46,2025-01-21 16:28:00+00:00,17947,522.560481
522.58,522.73,522.42,380,522.7,2025-01-21 16:29:00+00:00,11821,522.589454
522.7,522.77,522.56,354,522.57,2025-01-21 16:30:00+00:00,13037,522.68017
522.68,522.97,522.68,428,522.74,2025-01-21 16:31:00+00:00,17396,522.837451
522.81,522.89,522.67,312,522.69,2025-01-21 16:32:00+00:00,16907,522.792588
522.79,522.81,522.64,324,522.81,2025-01-21 16:33:00+00:00,34168,522.756525
522.83,522.83,522.71,278,522.78,2025-01-21 16:34:00+00:00,14824,522.752461
522.9571,523.01,522.84,468,522.85,2025-01-21 16:35:00+00:00,23967,522.93002
522.3601,522.98,522.36,636,522.95,2025-01-21 16:36:00+00:00,35771,522.59529
522.1709,522.36,522.1,711,522.36,2025-01-21 16:37:00+00:00,49857,522.213149
522.3747,522.4852,522.1799,375,522.18,2025-01-21 16:38:00+00:00,21475,522.358805
522.16,522.38,522.11,334,522.3547,2025-01-21 16:39:00+00:00,14394,522.236143
522.15,522.3,522.1254,331,522.13,2025-01-21 16:40:00+00:00,9690,522.195183
522.33,522.33,522.13,435,522.17,2025-01-21 16:41:00+00:00,19090,522.226071
522.456,522.56,522.3297,468,522.3297,2025-01-21 16:42:00+00:00,25267,522.48094
522.17,522.53,522.13,556,522.42,2025-01-21 16:43:00+00:00,46913,522.322483
522.08,522.29,522.02,540,522.17,2025-01-21 16:44:00+00:00,25200,522.123244
522.245,522.28,522.04,466,522.09,2025-01-21 16:45:00+00:00,20093,522.130993
522.36,522.36,522.176,406,522.22,2025-01-21 16:46:00+00:00,29264,522.254982
522.65,522.65,522.31,509,522.31,2025-01-21 16:47:00+00:00,26028,522.425569
522.64,522.7,522.62,886,522.66,2025-01-21 16:48:00+00:00,16513,522.653462
522.78,522.8301,522.58,383,522.58,2025-01-21 16:49:00+00:00,16920,522.751364
522.835,522.89,522.69,446,522.69,2025-01-21 16:50:00+00:00,17333,522.790351
523.19,523.24,522.835,792,522.85,2025-01-21 16:51:00+00:00,68138,523.095511
523.5,523.5799,523.14,1190,523.17,2025-01-21 16:52:00+00:00,54736,523.409247
523.43,523.56,523.37,575,523.53,2025-01-21 16:53:00+00:00,45893,523.506507
523.46,523.51,523.29,480,523.42,2025-01-21 16:54:00+00:00,65320,523.365846
523.46,523.54,523.41,461,523.47,2025-01-21 16:55:00+00:00,40492,523.482322
523.63,523.63,523.455,405,523.455,2025-01-21 16:56:00+00:00,22465,523.555171
523.26,523.66,523.26,594,523.63,2025-01-21 16:57:00+00:00,52659,523.488703
523.5735,523.6,523.25,477,523.28,2025-01-21 16:58:00+00:00,33208,523.472969
523.6442,523.79,523.57,574,523.58,2025-01-21 16:59:00+00:00,35704,523.684028
523.42,523.59,523.27,531,523.56,2025-01-21 17:00:00+00:00,67615,523.374355
523.42,523.535,523.3469,428,523.41,2025-01-21 17:01:00+00:00,26595,523.401147
523.31,523.46,523.31,330,523.4307,2025-01-21 17:02:00+00:00,15665,523.424131
523.43,523.4799,523.21,289,523.21,2025-01-21 17:03:00+00:00,36735,523.341105
523.66,523.67,523.39,519,523.46,2025-01-21 17:04:00+00:00,47402,523.590996
523.59,523.69,523.53,405,523.595,2025-01-21 17:05:00+00:00,48519,523.590335
523.47,523.6,523.425,279,523.55,2025-01-21 17:06:00+00:00,121231,523.501453
523.628,523.7098,523.5,372,523.5,2025-01-21 17:07:00+00:00,30285,523.588472
523.7,523.73,523.59,276,523.68,2025-01-21 17:08:00+00:00,13041,523.660586
523.6399,523.69,523.5699,291,523.6861,2025-01-21 17:09:00+00:00,12326,523.634093
523.61,523.7486,523.61,327,523.66,2025-01-21 17:10:00+00:00,11137,523.672383
523.64,523.73,523.61,288,523.64,2025-01-21 17:11:00+00:00,12666,523.650963
523.6,523.7,523.55,297,523.6,2025-01-21 17:12:00+00:00,10023,523.645643
523.59,523.66,523.56,370,523.57,2025-01-21 17:13:00+00:00,38805,523.581593
523.5785,523.65,523.5601,335,523.6,2025-01-21 17:14:00+00:00,27480,523.614182
523.483,523.69,523.45,333,523.6,2025-01-21 17:15:00+00:00,14999,523.562775
523.305,523.54,523.3,513,523.495,2025-01-21 17:16:00+00:00,32310,523.414081
523.4,523.41,523.3,366,523.3352,2025-01-21 17:17:00+00:00,13349,523.361784
523.1,523.41,523.07,419,523.39,2025-01-21 17:18:00+00:00,26743,523.23558
523.26,523.2847,523.06,333,523.08,2025-01-21 17:19:00+00:00,26124,523.151691
523.285,523.33,523.22,306,523.26,2025-01-21 17:20:00+00:00,8150,523.27723
523.32,523.41,523.26,311,523.33,2025-01-21 17:21:00+00:00,10683,523.304709
523.63,523.67,523.37,461,523.41,2025-01-21 17:22:00+00:00,25591,523.546782
523.56,523.71,523.5,509,523.645,2025-01-21 17:23:00+00:00,28788,523.625729
523.63,523.63,523.5068,260,523.555,2025-01-21 17:24:00+00:00,16017,523.550066
523.62,523.65,523.57,352,523.61,2025-01-21 17:25:00+00:00,9457,523.616007
523.8512,523.8512,523.64,511,523.64,2025-01-21 17:26:00+00:00,18399,523.761138
523.94,524.0,523.81,619,523.86,2025-01-21 17:27:00+00:00,41837,523.935979
524.255,524.27,523.93,738,523.95,2025-01-21 17:28:00+00:00,47678,524.101205
524.15,524.32,524.1,785,524.23,2025-01-21 17:29:00+00:00,72577,524.227323
524.29,524.3339,524.12,442,524.1699,2025-01-21 17:30:00+00:00,29318,524.224184
524.2,524.36,524.2,530,524.3,2025-01-21 17:31:00+00:00,27696,524.299068
524.3001,524.35,524.2117,384,524.225,2025-01-21 17:32:00+00:00,24339,524.314694
524.3,524.35,524.2027,449,524.3,2025-01-21 17:33:00+00:00,25465,524.298414
524.43,524.43,524.215,434,524.3001,2025-01-21 17:34:00+00:00,27570,524.307791
524.34,524.51,524.34,553,524.435,2025-01-21 17:35:00+00:00,32309,524.466517
524.31,524.39,524.29,341,524.35,2025-01-21 17:36:00+00:00,17077,524.349525
524.35,524.36,524.2,425,524.26,2025-01-21 17:37:00+00:00,40407,524.270266
524.415,524.45,524.2819,295,524.343,2025-01-21 17:38:00+00:00,11088,524.378131
524.41,524.4799,524.3,348,524.41,2025-01-21 17:39:00+00:00,26583,524.402053
524.41,524.4546,524.39,365,524.4,2025-01-21 17:40:00+00:00,70734,524.427526
524.41,524.45,524.3703,345,524.39,2025-01-21 17:41:00+00:00,28417,524.410467
524.61,524.71,524.34,703,524.41,2025-01-21 17:42:00+00:00,61542,524.509493
524.5601,524.64,524.47,323,524.59,2025-01-21 17:43:00+00:00,14926,524.544063
524.6395,524.6395,524.505,327,524.56,2025-01-21 17:44:00+00:00,13184,524.560914
524.63,524.64,524.53,303,524.6034,2025-01-21 17:45:00+00:00,12189,524.596277
524.76,524.76,524.61,507,524.65,2025-01-21 17:46:00+00:00,38446,524.704327
524.7,524.8,524.62,672,524.76,2025-01-21 17:47:00+00:00,40022,524.714294
524.75,524.77,524.67,425,524.7099,2025-01-21 17:48:00+00:00,20715,524.738048
524.7256,524.791,524.71,385,524.76,2025-01-21 17:49:00+00:00,26181,524.743037
524.8903,524.9,524.715,652,524.7171,2025-01-21 17:50:00+00:00,60852,524.801805
524.97,524.9898,524.834,492,524.9,2025-01-21 17:51:00+00:00,26047,524.945471
524.97,525.03,524.93,1143,524.97,2025-01-21 17:52:00+00:00,59510,524.988588
524.98,525.08,524.931,827,524.99,2025-01-21 17:53:00+00:00,79073,525.028174
525.04,525.05,524.92,371,525.0,2025-01-21 17:54:00+00:00,19407,524.987929
525.05,525.08,524.9934,496,525.05,2025-01-21 17:55:00+00:00,35552,525.043696
525.18,525.19,525.04,664,525.04,2025-01-21 17:56:00+00:00,51491,525.127244
525.13,525.23,525.11,853,525.19,2025-01-21 17:57:00+00:00,71931,525.161641
525.19,525.285,525.13,688,525.18,2025-01-21 17:58:00+00:00,40081,525.231819
525.2473,525.28,525.2,459,525.21,2025-01-21 17:59:00+00:00,20750,525.256619
525.205,525.29,525.17,584,525.24,2025-01-21 18:00:00+00:00,50533,525.238643
525.21,525.32,525.18,638,525.22,2025-01-21 18:01:00+00:00,85300,525.231403
524.98,525.32,524.98,941,525.23,2025-01-21 18:02:00+00:00,134950,525.111244
524.9702,525.0,524.74,756,525.0,2025-01-21 18:03:00+00:00,66903,524.87239
525.2004,525.23,524.96,601,525.0,2025-01-21 18:04:00+00:00,60954,525.154855
525.2195,525.34,525.14,739,525.225,2025-01-21 18:05:00+00:00,87390,525.244072
524.9807,525.26,524.98,491,525.24,2025-01-21 18:06:00+00:00,126140,525.10937
525.105,525.1333,524.95,325,524.99,2025-01-21 18:07:00+00:00,29839,525.09288
525.1189,525.1499,525.055,258,525.12,2025-01-21 18:08:00+00:00,19897,525.099723
525.16,525.2,525.06,1067,525.0927,2025-01-21 18:09:00+00:00,116982,525.162892
525.44,525.45,525.14,423,525.14,2025-01-21 18:10:00+00:00,31598,525.305398
525.21,525.4274,525.21,389,525.42,2025-01-21 18:11:00+00:00,25863,525.354535
525.3444,525.385,525.17,367,525.18,2025-01-21 18:12:00+00:00,21591,525.272455
525.56,525.57,525.29,641,525.305,2025-01-21 18:13:00+00:00,41842,525.496257
525.6,525.65,525.55,517,525.57,2025-01-21 18:14:00+00:00,40413,525.611921
525.72,525.72,525.57,521,525.57,2025-01-21 18:15:00+00:00,47875,525.669151
525.951,525.97,525.67,763,525.71,2025-01-21 18:16:00+00:00,105374,525.821733
525.8326,525.97,525.83,409,525.96,2025-01-21 18:17:00+00:00,25009,525.921161
525.7825,525.88,525.67,524,525.82,2025-01-21 18:18:00+00:00,50038,525.802403
525.63,525.79,525.61,490,525.79,2025-01-21 18:19:00+00:00,37514,525.692454
525.66,525.69,525.55,603,525.62,2025-01-21 18:20:00+00:00,42449,525.580739
525.65,525.69,525.545,349,525.6562,2025-01-21 18:21:00+00:00,14892,525.638911
525.5451,525.66,525.5451,314,525.62,2025-01-21 18:22:00+00:00,15942,525.581859
525.67,525.765,525.535,469,525.549,2025-01-21 18:23:00+00:00,41127,525.669947
525.565,525.677,525.53,397,525.655,2025-01-21 18:24:00+00:00,33886,525.605342
525.53,525.6,525.48,378,525.575,2025-01-21 18:25:00+00:00,20880,525.535237
525.61,525.68,525.45,421,525.52,2025-01-21 18:26:00+00:00,26836,525.591712
525.4,525.64,525.36,420,525.59,2025-01-21 18:27:00+00:00,23456,525.447141
525.46,525.46,525.325,369,525.41,2025-01-21 18:28:00+00:00,18971,525.39198
525.51,525.51,525.3639,273,525.4487,2025-01-21 18:29:00+00:00,13023,525.448161
525.45,525.56,525.42,618,525.53,2025-01-21 18:30:00+00:00,31314,525.467784
525.5,525.56,525.39,608,525.44,2025-01-21 18:31:00+00:00,27380,525.482722
525.57,525.6,525.43,555,525.53,2025-01-21 18:32:00+00:00,21719,525.528146
525.58,525.64,525.54,470,525.57,2025-01-21 18:33:00+00:00,13717,525.600836
525.39,525.6,525.37,501,525.57,2025-01-21 18:34:00+00:00,17352,525.459243
525.7,525.7,525.38,420,525.38,2025-01-21 18:35:00+00:00,14408,525.490845
525.63,525.76,525.63,371,525.7,2025-01-21 18:36:00+00:00,19553,525.699572
525.57,525.66,525.51,531,525.66,2025-01-21 18:37:00+00:00,32798,525.574896
525.66,525.66,525.53,316,525.57,2025-01-21 18:38:00+00:00,10095,525.568466
525.7,525.7,525.58,402,525.665,2025-01-21 18:39:00+00:00,16546,525.65191
525.565,525.77,525.54,437,525.69,2025-01-21 18:40:00+00:00,22756,525.628789
525.32,525.63,525.31,741,525.57,2025-01-21 18:41:00+00:00,63205,525.435303
525.33,525.4,525.25,569,525.37,2025-01-21 18:42:00+00:00,25986,525.323175
525.425,525.45,525.29,378,525.34,2025-01-21 18:43:00+00:00,21575,525.363443
525.45,525.52,525.325,428,525.42,2025-01-21 18:44:00+00:00,27177,525.418649
525.45,525.49,525.38,388,525.4595,2025-01-21 18:45:00+00:00,19813,525.429659
525.2395,525.4829,525.1952,397,525.42,2025-01-21 18:46:00+00:00,21093,525.352741
525.32,525.42,525.23,394,525.24,2025-01-21 18:47:00+00:00,26509,525.322646
525.24,525.31,525.233,276,525.28,2025-01-21 18:48:00+00:00,20005,525.267687
525.2,525.31,525.14,308,525.25,2025-01-21 18:49:00+00:00,21548,525.241918
525.449,525.47,525.215,292,525.215,2025-01-21 18:50:00+00:00,24181,525.397015
525.39,525.46,525.36,241,525.45,2025-01-21 18:51:00+00:00,9675,525.406953
525.46,525.48,525.4,326,525.404,2025-01-21 18:52:00+00:00,12530,525.428667
525.455,525.57,525.45,378,525.48,2025-01-21 18:53:00+00:00,22273,525.515503
525.4496,525.49,525.38,291,525.44,2025-01-21 18:54:00+00:00,13252,525.438929
525.51,525.54,525.41,272,525.43,2025-01-21 18:55:00+00:00,17429,525.469651
525.63,525.67,525.54,455,525.55,2025-01-21 18:56:00+00:00,20869,525.610928
525.61,525.65,525.552,401,525.63,2025-01-21 18:57:00+00:00,16660,525.608713
525.6,525.66,525.57,336,525.64,2025-01-21 18:58:00+00:00,25892,525.614356
525.53,525.59,525.49,336,525.56,2025-01-21 18:59:00+00:00,19255,525.533914
525.47,525.56,525.45,337,525.535,2025-01-21 19:00:00+00:00,26530,525.521988
525.61,525.62,525.46,333,525.47,2025-01-21 19:01:00+00:00,27246,525.542042
525.55,525.61,525.47,293,525.61,2025-01-21 19:02:00+00:00,20337,525.552441
525.54,525.56,525.46,423,525.54,2025-01-21 19:03:00+00:00,28322,525.505438
525.7,525.7,525.55,425,525.55,2025-01-21 19:04:00+00:00,32759,525.636861
525.68,525.76,525.63,469,525.67,2025-01-21 19:05:00+00:00,41505,525.700789
525.75,525.75,525.615,345,525.695,2025-01-21 19:06:00+00:00,22460,525.705251
525.62,525.7962,525.62,423,525.75,2025-01-21 19:07:00+00:00,25940,525.722996
525.57,525.62,525.53,322,525.6,2025-01-21 19:08:00+00:00,14501,525.585711
525.6229,525.7018,525.525,352,525.58,2025-01-21 19:09:00+00:00,17248,525.627163
525.6799,525.6799,525.59,285,525.63,2025-01-21 19:10:00+00:00,14733,525.625589
525.7,525.75,525.63,424,525.68,2025-01-21 19:11:00+00:00,17883,525.69188
525.5,525.72,525.5,411,525.7,2025-01-21 19:12:00+00:00,22721,525.637894
525.42,525.54,525.3601,383,525.52,2025-01-21 19:13:00+00:00,26787,525.432255
525.35,525.41,525.325,311,525.39,2025-01-21 19:14:00+00:00,17741,525.380869
525.05,525.39,525.05,543,525.3701,2025-01-21 19:15:00+00:00,42047,525.245753
524.88,525.08,524.83,707,525.08,2025-01-21 19:16:00+00:00,48938,524.932238
525.1,525.11,524.8246,536,524.9069,2025-01-21 19:17:00+00:00,44411,524.913839
524.7409,525.1,524.7305,520,525.0999,2025-01-21 19:18:00+00:00,135591,524.853245
524.77,524.83,524.71,499,524.75,2025-01-21 19:19:00+00:00,45135,524.773559
524.705,524.87,524.6524,403,524.77,2025-01-21 19:20:00+00:00,23984,524.776704
524.89,524.96,524.63,539,524.68,2025-01-21 19:21:00+00:00,49784,524.822368
524.72,524.9,524.68,374,524.89,2025-01-21 19:22:00+00:00,23350,524.773081
524.615,524.688,524.54,536,524.6801,2025-01-21 19:23:00+00:00,39114,524.596959
524.7694,524.82,524.61,503,524.61,2025-01-21 19:24:00+00:00,32597,524.768285
525.0905,525.12,524.75,519,524.76,2025-01-21 19:25:00+00:00,39418,524.98845
525.32,525.33,525.077,459,525.0902,2025-01-21 19:26:00+00:00,21485,525.227166
525.29,525.32,525.23,302,525.25,2025-01-21 19:27:00+00:00,12254,525.262745
525.2894,525.38,525.1939,357,525.315,2025-01-21 19:28:00+00:00,21444,525.32618
525.24,525.32,525.2,347,525.28,2025-01-21 19:29:00+00:00,14566,525.275807
524.85,525.26,524.85,488,525.26,2025-01-21 19:30:00+00:00,42110,525.083693
524.82,524.975,524.78,334,524.87,2025-01-21 19:31:00+00:00,34343,524.864334
524.7647,524.88,524.76,271,524.87,2025-01-21 19:32:00+00:00,14470,524.817796
524.765,524.86,524.72,312,524.765,2025-01-21 19:33:00+00:00,22671,524.786115
524.7716,524.85,524.74,318,524.77,2025-01-21 19:34:00+00:00,13872,524.782342
524.739,524.81,524.72,294,524.78,2025-01-21 19:35:00+00:00,17568,524.756152
524.7297,524.8,524.6501,299,524.745,2025-01-21 19:36:00+00:00,13630,524.737147
524.645,524.71,524.6,356,524.68,2025-01-21 19:37:00+00:00,16325,524.648536
524.65,524.71,524.4903,554,524.635,2025-01-21 19:38:00+00:00,32874,524.57824
524.61,524.675,524.6,258,524.64,2025-01-21 19:39:00+00:00,12120,524.63896
524.845,524.88,524.6,351,524.6,2025-01-21 19:40:00+00:00,18728,524.803919
524.64,524.97,524.64,395,524.85,2025-01-21 19:41:00+00:00,23395,524.819459
524.5847,524.71,524.47,448,524.7,2025-01-21 19:42:00+00:00,34200,524.557938
524.5954,524.63,524.55,277,524.5905,2025-01-21 19:43:00+00:00,11969,524.595939
524.62,524.7,524.5601,295,524.61,2025-01-21 19:44:00+00:00,62888,524.614367
524.58,524.7,524.55,311,524.64,2025-01-21 19:45:00+00:00,13412,524.618287
